PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38046363","Conversion of CPRD AURUM Data into the OMOP Common Data Model","Mayer CS.","Inform Med Unlocked. 2023;43:101407. doi: 10.1016/j.imu.2023.101407. Epub 2023 Nov 10.","Mayer CS","Inform Med Unlocked","2023","2023/12/04","PMC10688258","NIHMS1945870","10.1016/j.imu.2023.101407"
"31445247","Automatic trial eligibility surveillance based on unstructured clinical data","Meystre SM, Heider PM, Kim Y, Aruch DB, Britten CD.","Int J Med Inform. 2019 Sep;129:13-19. doi: 10.1016/j.ijmedinf.2019.05.018. Epub 2019 May 23.","Meystre SM","Int J Med Inform","2019","2019/08/25","PMC6717538","NIHMS1530600","10.1016/j.ijmedinf.2019.05.018"
"39043402","allofus: an R package to facilitate use of the All of Us Researcher Workbench","Smith LH, Cavanaugh R.","J Am Med Inform Assoc. 2024 Dec 1;31(12):3013-3021. doi: 10.1093/jamia/ocae198.","Smith LH","J Am Med Inform Assoc","2024","2024/07/23","PMC11631081","","10.1093/jamia/ocae198"
"38596781","Predictive Models for Assessing Patients' Response to Treatment in Metastatic Prostate Cancer: A Systematic Review","Lawlor A, Lin C, Gómez Rivas J, Ibáñez L, Abad López P, Willemse PP, Imran Omar M, Remmers S, Cornford P, Rajwa P, Nicoletti R, Gandaglia G, Yuen-Chun Teoh J, Moreno Sierra J, Golozar A, Bjartell A, Evans-Axelsson S, N'Dow J, Zong J, Ribal MJ, Roobol MJ, Van Hemelrijck M, Beyer K; PIONEER Consortium.","Eur Urol Open Sci. 2024 Apr 4;63:126-135. doi: 10.1016/j.euros.2024.03.012. eCollection 2024 May.","Lawlor A","Eur Urol Open Sci","2024","2024/04/10","PMC11001619","","10.1016/j.euros.2024.03.012"
"40787090","Bayesian Posterior Interval Calibration to Improve the Interpretability of Observational Studies","Mulgrave JJ, Madigan D, Hripcsak G.","Stat Anal Data Min. 2024 Dec;17(6):e11715. doi: 10.1002/sam.11715. Epub 2024 Dec 4.","Mulgrave JJ","Stat Anal Data Min","2024","2025/08/11","PMC12332498","NIHMS2036067","10.1002/sam.11715"
"29365340","Towards Implementation of OMOP in a German University Hospital Consortium","Maier C, Lang L, Storf H, Vormstein P, Bieber R, Bernarding J, Herrmann T, Haverkamp C, Horki P, Laufer J, Berger F, Höning G, Fritsch HW, Schüttler J, Ganslandt T, Prokosch HU, Sedlmayr M.","Appl Clin Inform. 2018 Jan;9(1):54-61. doi: 10.1055/s-0037-1617452. Epub 2018 Jan 24.","Maier C","Appl Clin Inform","2018","2018/01/25","PMC5801887","","10.1055/s-0037-1617452"
"35345821","Unraveling COVID-19: A Large-Scale Characterization of 4.5 Million COVID-19 Cases Using CHARYBDIS","Kostka K, Duarte-Salles T, Prats-Uribe A, Sena AG, Pistillo A, Khalid S, Lai LYH, Golozar A, Alshammari TM, Dawoud DM, Nyberg F, Wilcox AB, Andryc A, Williams A, Ostropolets A, Areia C, Jung CY, Harle CA, Reich CG, Blacketer C, Morales DR, Dorr DA, Burn E, Roel E, Tan EH, Minty E, DeFalco F, de Maeztu G, Lipori G, Alghoul H, Zhu H, Thomas JA, Bian J, Park J, Martínez Roldán J, Posada JD, Banda JM, Horcajada JP, Kohler J, Shah K, Natarajan K, Lynch KE, Liu L, Schilling LM, Recalde M, Spotnitz M, Gong M, Matheny ME, Valveny N, Weiskopf NG, Shah N, Alser O, Casajust P, Park RW, Schuff R, Seager S, DuVall SL, You SC, Song S, Fernández-Bertolín S, Fortin S, Magoc T, Falconer T, Subbian V, Huser V, Ahmed WU, Carter W, Guan Y, Galvan Y, He X, Rijnbeek PR, Hripcsak G, Ryan PB, Suchard MA, Prieto-Alhambra D.","Clin Epidemiol. 2022 Mar 22;14:369-384. doi: 10.2147/CLEP.S323292. eCollection 2022.","Kostka K","Clin Epidemiol","2022","2022/03/29","PMC8957305","","10.2147/CLEP.S323292"
"36795690","Using a data-driven approach for the development and evaluation of phenotype algorithms for systemic lupus erythematosus","Swerdel JN, Ramcharran D, Hardin J.","PLoS One. 2023 Feb 16;18(2):e0281929. doi: 10.1371/journal.pone.0281929. eCollection 2023.","Swerdel JN","PLoS One","2023","2023/02/16","PMC9934349","","10.1371/journal.pone.0281929"
"40167184","Incidence and Survival of Colorectal Cancer in the United Kingdom From 2000 to 2021: A Population-Based Cohort Study","Pedregal-Pascual P, Guarner-Argente C, Tan EH, Golozar A, Duarte-Salles T, Weinberger Rosen A, Delmestri A, Man WY, Burn E, Prieto-Alhambra D, Newby D.","Am J Gastroenterol. 2025 Dec 1;120(12):2909-2917. doi: 10.14309/ajg.0000000000003460. Epub 2025 Apr 1.","Pedregal-Pascual P","Am J Gastroenterol","2025","2025/04/01","PMC12662139","","10.14309/ajg.0000000000003460"
"35962355","Leveraging artificial intelligence and data science techniques in harmonizing, sharing, accessing and analyzing SARS-COV-2/COVID-19 data in Rwanda (LAISDAR Project): study design and rationale","Nishimwe A, Ruranga C, Musanabaganwa C, Mugeni R, Semakula M, Nzabanita J, Kabano I, Uwimana A, Utumatwishima JN, Kabakambira JD, Uwineza A, Halvorsen L, Descamps F, Houghtaling J, Burke B, Bahati O, Bizimana C, Jansen S, Twizere C, Nkurikiyeyezu K, Birungi F, Nsanzimana S, Twagirumukiza M.","BMC Med Inform Decis Mak. 2022 Aug 12;22(1):214. doi: 10.1186/s12911-022-01965-9.","Nishimwe A","BMC Med Inform Decis Mak","2022","2022/08/12","PMC9372951","","10.1186/s12911-022-01965-9"
"27592566","Robust empirical calibration of p-values using observational data","Schuemie MJ, Hripcsak G, Ryan PB, Madigan D, Suchard MA.","Stat Med. 2016 Sep 30;35(22):3883-8. doi: 10.1002/sim.6977.","Schuemie MJ","Stat Med","2016","2016/09/06","PMC5108459","","10.1002/sim.6977"
"37703800","Determining and assessing characteristics of data element names impacting the performance of annotation using Usagi","de Groot R, Püttmann DP, Fleuren LM, Thoral PJ, Elbers PWG, de Keizer NF, Cornet R; Dutch ICU Data Sharing Against COVID-19 Collaborators.","Int J Med Inform. 2023 Oct;178:105200. doi: 10.1016/j.ijmedinf.2023.105200. Epub 2023 Aug 29.","de Groot R","Int J Med Inform","2023","2023/09/13","","","10.1016/j.ijmedinf.2023.105200"
"31238109","HemOnc: A new standard vocabulary for chemotherapy regimen representation in the OMOP common data model","Warner JL, Dymshyts D, Reich CG, Gurley MJ, Hochheiser H, Moldwin ZH, Belenkaya R, Williams AE, Yang PC.","J Biomed Inform. 2019 Aug;96:103239. doi: 10.1016/j.jbi.2019.103239. Epub 2019 Jun 22.","Warner JL","J Biomed Inform","2019","2019/06/26","PMC6697579","NIHMS1534326","10.1016/j.jbi.2019.103239"
"30395248","Effect of vocabulary mapping for conditions on phenotype cohorts","Hripcsak G, Levine ME, Shang N, Ryan PB.","J Am Med Inform Assoc. 2018 Dec 1;25(12):1618-1625. doi: 10.1093/jamia/ocy124.","Hripcsak G","J Am Med Inform Assoc","2018","2018/11/06","PMC6289550","","10.1093/jamia/ocy124"
"38222429","Standardizing Multi-site Clinical Note Titles to LOINC Document Ontology: A Transformer-based Approach","Zuo X, Zhou Y, Duke J, Hripcsak G, Shah N, Banda JM, Reeves R, Miller T, Waitman LR, Natarajan K, Xu H.","AMIA Annu Symp Proc. 2024 Jan 11;2023:834-843. eCollection 2023.","Zuo X","AMIA Annu Symp Proc","2024","2024/01/15","PMC10785935","",""
"35211336","Ensuring a safe(r) harbor: Excising personally identifiable information from structured electronic health record data","Pfaff ER, Haendel MA, Kostka K, Lee A, Niehaus E, Palchuk MB, Walters K, Chute CG.","J Clin Transl Sci. 2021 Dec 9;6(1):e10. doi: 10.1017/cts.2021.880. eCollection 2022.","Pfaff ER","J Clin Transl Sci","2021","2022/02/25","PMC8826001","","10.1017/cts.2021.880"
"35995107","PheValuator 2.0: Methodological improvements for the PheValuator approach to semi-automated phenotype algorithm evaluation","Swerdel JN, Schuemie M, Murray G, Ryan PB.","J Biomed Inform. 2022 Nov;135:104177. doi: 10.1016/j.jbi.2022.104177. Epub 2022 Aug 19.","Swerdel JN","J Biomed Inform","2022","2022/08/22","","","10.1016/j.jbi.2022.104177"
"33367288","How Confident Are We about Observational Findings in Healthcare: A Benchmark Study","Schuemie MJ, Cepeda MS, Suchard MA, Yang J, Tian Y, Schuler A, Ryan PB, Madigan D, Hripcsak G.","Harv Data Sci Rev. 2020;2(1):10.1162/99608f92.147cc28e. doi: 10.1162/99608f92.147cc28e. Epub 2020 Jan 31.","Schuemie MJ","Harv Data Sci Rev","2020","2020/12/28","PMC7755157","NIHMS1651845","10.1162/99608f92.147cc28e"
"38425704","A framework for understanding an open scientific community using automated harvesting of public artifacts","Liu S, Golozar A, Buesgens N, McLeggon JA, Black A, Nagy P.","JAMIA Open. 2024 Feb 29;7(1):ooae017. doi: 10.1093/jamiaopen/ooae017. eCollection 2024 Apr.","Liu S","JAMIA Open","2024","2024/03/01","PMC10903973","","10.1093/jamiaopen/ooae017"
"30016814","MIRACUM: Medical Informatics in Research and Care in University Medicine","Prokosch HU, Acker T, Bernarding J, Binder H, Boeker M, Boerries M, Daumke P, Ganslandt T, Hesser J, Höning G, Neumaier M, Marquardt K, Renz H, Rothkötter HJ, Schade-Brittinger C, Schmücker P, Schüttler J, Sedlmayr M, Serve H, Sohrabi K, Storf H.","Methods Inf Med. 2018 Jul;57(S 01):e82-e91. doi: 10.3414/ME17-02-0025. Epub 2018 Jul 17.","Prokosch HU","Methods Inf Med","2018","2018/07/18","PMC6178200","","10.3414/ME17-02-0025"
"35810265","Hip Fracture Risk After Treatment with Tramadol or Codeine: An Observational Study","Voss EA, Ali SR, Singh A, Rijnbeek PR, Schuemie MJ, Fife D.","Drug Saf. 2022 Jul;45(7):791-807. doi: 10.1007/s40264-022-01198-9. Epub 2022 Jul 9.","Voss EA","Drug Saf","2022","2022/07/09","PMC9296392","","10.1007/s40264-022-01198-9"
"30815195","Identifying Cases of Metastatic Prostate Cancer Using Machine Learning on Electronic Health Records","Seneviratne MG, Banda JM, Brooks JD, Shah NH, Hernandez-Boussard TM.","AMIA Annu Symp Proc. 2018 Dec 5;2018:1498-1504. eCollection 2018.","Seneviratne MG","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371284","",""
"39228725","Adoption of the OMOP CDM for Cancer Research using Real-world Data: Current Status and Opportunities","Wang L, Wen A, Fu S, Ruan X, Huang M, Li R, Lu Q, Williams AE, Liu H.","medRxiv [Preprint]. 2024 Aug 23:2024.08.23.24311950. doi: 10.1101/2024.08.23.24311950.","Wang L","medRxiv","2024","2024/09/04","PMC11370549","","10.1101/2024.08.23.24311950"
"37955965","Development and Validation of a Prognostic Classification Model Predicting Postoperative Adverse Outcomes in Older Surgical Patients Using a Machine Learning Algorithm: Retrospective Observational Network Study","Choi JY, Yoo S, Song W, Kim S, Baek H, Lee JS, Yoon YS, Yoon S, Lee HY, Kim KI.","J Med Internet Res. 2023 Nov 13;25:e42259. doi: 10.2196/42259.","Choi JY","J Med Internet Res","2023","2023/11/13","PMC10682929","","10.2196/42259"
"36029954","Towards quality improvement of vaccine concept mappings in the OMOP vocabulary with a semi-automated method","Abeysinghe R, Black A, Kaduk D, Li Y, Reich C, Davydov A, Yao L, Cui L.","J Biomed Inform. 2022 Oct;134:104162. doi: 10.1016/j.jbi.2022.104162. Epub 2022 Aug 25.","Abeysinghe R","J Biomed Inform","2022","2022/08/27","PMC9940475","NIHMS1870816","10.1016/j.jbi.2022.104162"
"38280887","A comparative patient-level prediction study in OMOP CDM: applicative potential and insights from synthetic data","Ahmadi N, Nguyen QV, Sedlmayr M, Wolfien M.","Sci Rep. 2024 Jan 27;14(1):2287. doi: 10.1038/s41598-024-52723-y.","Ahmadi N","Sci Rep","2024","2024/01/27","PMC10821926","","10.1038/s41598-024-52723-y"
"35680274","Large-scale evidence generation and evaluation across a network of databases for type 2 diabetes mellitus (LEGEND-T2DM): a protocol for a series of multinational, real-world comparative cardiovascular effectiveness and safety studies","Khera R, Schuemie MJ, Lu Y, Ostropolets A, Chen R, Hripcsak G, Ryan PB, Krumholz HM, Suchard MA.","BMJ Open. 2022 Jun 9;12(6):e057977. doi: 10.1136/bmjopen-2021-057977.","Khera R","BMJ Open","2022","2022/06/09","PMC9185490","","10.1136/bmjopen-2021-057977"
"37267810","Assessing the FAIRness of databases on the EHDEN portal: A case study on two Dutch ICU databases","Puttmann D, de Groot R, de Keizer N, Cornet R, Elbers PWG, Dongelmans D, Bakhshi-Raiez F; Dutch ICU Data Sharing Against COVID-19 Collaborators.","Int J Med Inform. 2023 Aug;176:105104. doi: 10.1016/j.ijmedinf.2023.105104. Epub 2023 May 27.","Puttmann D","Int J Med Inform","2023","2023/06/02","","","10.1016/j.ijmedinf.2023.105104"
"30480666","Columbia Open Health Data, clinical concept prevalence and co-occurrence from electronic health records","Ta CN, Dumontier M, Hripcsak G, Tatonetti NP, Weng C.","Sci Data. 2018 Nov 27;5:180273. doi: 10.1038/sdata.2018.273.","Ta CN","Sci Data","2018","2018/11/28","PMC6257042","","10.1038/sdata.2018.273"
"36207711","Adaptation and validation of a coding algorithm for the Charlson Comorbidity Index in administrative claims data using the SNOMED CT standardized vocabulary","Fortin SP, Reps J, Ryan P.","BMC Med Inform Decis Mak. 2022 Oct 7;22(1):261. doi: 10.1186/s12911-022-02006-1.","Fortin SP","BMC Med Inform Decis Mak","2022","2022/10/07","PMC9541054","","10.1186/s12911-022-02006-1"
"39551922","Mapping Drug Terms via Integration of a Retrieval-Augmented Generation Algorithm with a Large Language Model","Kimura E, Kawakami Y, Inoue S, Okajima A.","Healthc Inform Res. 2024 Oct;30(4):355-363. doi: 10.4258/hir.2024.30.4.355. Epub 2024 Oct 31.","Kimura E","Healthc Inform Res","2024","2024/11/17","PMC11570653","","10.4258/hir.2024.30.4.355"
"41726449","Knowledge Engineering for Medical Vocabularies Using Large Language Models","Chen HY, Ostropolets A, Weng C, Hripcsak G.","AMIA Annu Symp Proc. 2025 May 22;2024:248-256. eCollection 2024.","Chen HY","AMIA Annu Symp Proc","2025","2026/02/23","PMC12919453","",""
"29218922","Methods for examining data quality in healthcare integrated data repositories","Huser V, Kahn MG, Brown JS, Gouripeddi R.","Pac Symp Biocomput. 2018;23:628-633.","Huser V","Pac Symp Biocomput","2018","2017/12/09","","",""
"33688639","Unraveling COVID-19: a large-scale characterization of 4.5 million COVID-19 cases using CHARYBDIS","Prieto-Alhambra D, Kostka K, Duarte-Salles T, Prats-Uribe A, Sena A, Pistillo A, Khalid S, Lai L, Golozar A, Alshammari TM, Dawoud D, Nyberg F, Wilcox A, Andryc A, Williams A, Ostropolets A, Areia C, Jung CY, Harle C, Reich C, Blacketer C, Morales D, Dorr DA, Burn E, Roel E, Tan EH, Minty E, DeFalco F, de Maeztu G, Lipori G, Alghoul H, Zhu H, Thomas J, Bian J, Park J, Roldán JM, Posada J, Banda JM, Horcajada JP, Kohler J, Shah K, Natarajan K, Lynch K, Liu L, Schilling L, Recalde M, Spotnitz M, Gong M, Matheny M, Valveny N, Weiskopf N, Shah N, Alser O, Casajust P, Park RW, Schuff R, Seager S, DuVall S, You SC, Song S, Fernández-Bertolín S, Fortin S, Magoc T, Falconer T, Subbian V, Huser V, Ahmed WU, Carter W, Guan Y, Galvan Y, He X, Rijnbeek P, Hripcsak G, Ryan P, Suchard M.","Res Sq [Preprint]. 2021 Mar 1:rs.3.rs-279400. doi: 10.21203/rs.3.rs-279400/v1.","Prieto-Alhambra D","Res Sq","2021","2021/03/10","PMC7941629","","10.21203/rs.3.rs-279400/v1"
"39489875","Advancing Interpretable Regression Analysis for Binary Data: A Novel Distributed Algorithm Approach","Tong J, Li L, Reps JM, Lorman V, Jing N, Edmondson M, Lou X, Jhaveri R, Kelleher KJ, Pajor NM, Forrest CB, Bian J, Chu H, Chen Y.","Stat Med. 2024 Dec 20;43(29):5573-5582. doi: 10.1002/sim.10250. Epub 2024 Nov 3.","Tong J","Stat Med","2024","2024/11/03","PMC11588971","","10.1002/sim.10250"
"38235322","Comparing broad and narrow phenotype algorithms: differences in performance characteristics and immortal time incurred","Swerdel JN, Conover MM.","J Pharm Pharm Sci. 2024 Jan 3;26:12095. doi: 10.3389/jpps.2023.12095. eCollection 2023.","Swerdel JN","J Pharm Pharm Sci","2024","2024/01/18","PMC10791821","","10.3389/jpps.2023.12095"
"38433286","Incidence of mental health diagnoses during the COVID-19 pandemic: a multinational network study","Chai Y, Man KKC, Luo H, Torre CO, Wing YK, Hayes JF, Osborn DPJ, Chang WC, Lin X, Yin C, Chan EW, Lam ICH, Fortin S, Kern DM, Lee DY, Park RW, Jang JW, Li J, Seager S, Lau WCY, Wong ICK.","Epidemiol Psychiatr Sci. 2024 Mar 4;33:e9. doi: 10.1017/S2045796024000088.","Chai Y","Epidemiol Psychiatr Sci","2024","2024/03/03","PMC10940053","","10.1017/S2045796024000088"
"36395615","An ETL-process design for data harmonization to participate in international research with German real-world data based on FHIR and OMOP CDM","Peng Y, Henke E, Reinecke I, Zoch M, Sedlmayr M, Bathelt F.","Int J Med Inform. 2023 Jan;169:104925. doi: 10.1016/j.ijmedinf.2022.104925. Epub 2022 Nov 10.","Peng Y","Int J Med Inform","2023","2022/11/17","","","10.1016/j.ijmedinf.2022.104925"
"37860059","A computable biomedical knowledge object for calculating in-hospital mortality for patients admitted with acute myocardial infarction","Sadsad R, Ruber G, Zhou J, Nicklin S, Tsafnat G.","Learn Health Syst. 2023 Sep 11;7(4):e10388. doi: 10.1002/lrh2.10388. eCollection 2023 Oct.","Sadsad R","Learn Health Syst","2023","2023/10/20","PMC10582239","","10.1002/lrh2.10388"
"37442314","Eos and OMOCL: Towards a seamless integration of openEHR records into the OMOP Common Data Model","Kohler S, Boscá D, Kärcher F, Haarbrandt B, Prinz M, Marschollek M, Eils R.","J Biomed Inform. 2023 Aug;144:104437. doi: 10.1016/j.jbi.2023.104437. Epub 2023 Jul 12.","Kohler S","J Biomed Inform","2023","2023/07/13","","","10.1016/j.jbi.2023.104437"
"31797639","Robust-ODAL: Learning from heterogeneous health systems without sharing patient-level data","Tong J, Duan R, Li R, Scheuemie MJ, Moore JH, Chen Y.","Pac Symp Biocomput. 2020;25:695-706.","Tong J","Pac Symp Biocomput","2020","2019/12/05","PMC6905508","NIHMS1061510",""
"40124300","A dataset for mapping the Japanese drugs to RxNorm standard concepts","Kimura E, Kawakami Y, Inoue S, Okajima A.","Data Brief. 2025 Feb 21;59:111418. doi: 10.1016/j.dib.2025.111418. eCollection 2025 Apr.","Kimura E","Data Brief","2025","2025/03/24","PMC11926709","","10.1016/j.dib.2025.111418"
"39143600","How to customize common data models for rare diseases: an OMOP-based implementation and lessons learned","Ahmadi N, Zoch M, Guengoeze O, Facchinello C, Mondorf A, Stratmann K, Musleh K, Erasmus HP, Tchertov J, Gebler R, Schaaf J, Frischen LS, Nasirian A, Dai J, Henke E, Tremblay D, Srisuwananukorn A, Bornhäuser M, Röllig C, Eckardt JN, Middeke JM, Wolfien M, Sedlmayr M.","Orphanet J Rare Dis. 2024 Aug 14;19(1):298. doi: 10.1186/s13023-024-03312-9.","Ahmadi N","Orphanet J Rare Dis","2024","2024/08/14","PMC11325822","","10.1186/s13023-024-03312-9"
"25250527","Similarity-based modeling applied to signal detection in pharmacovigilance","Vilar S, Ryan PB, Madigan D, Stang PE, Schuemie MJ, Friedman C, Tatonetti NP, Hripcsak G.","CPT Pharmacometrics Syst Pharmacol. 2014 Sep 24;3(9):e137. doi: 10.1038/psp.2014.35.","Vilar S","CPT Pharmacometrics Syst Pharmacol","2014","2014/09/25","PMC4211266","","10.1038/psp.2014.35"
"37603402","Prescribing Patterns of Oral Antibiotics and Isotretinoin for Acne in a Colorado Hospital System: Retrospective Cohort Study","Adelman MJ, Sivesind TE, Weber I, Bosma G, Hochheimer C, Karimkhani C, Schilling LM, Barbieri JS, Dellavalle RP.","JMIR Dermatol. 2023 Aug 21;6:e42883. doi: 10.2196/42883.","Adelman MJ","JMIR Dermatol","2023","2023/08/21","PMC10477922","","10.2196/42883"
"33083538","Toward cross-platform electronic health record-driven phenotyping using Clinical Quality Language","Brandt PS, Kiefer RC, Pacheco JA, Adekkanattu P, Sholle ET, Ahmad FS, Xu J, Xu Z, Ancker JS, Wang F, Luo Y, Jiang G, Pathak J, Rasmussen LV.","Learn Health Syst. 2020 Jun 25;4(4):e10233. doi: 10.1002/lrh2.10233. eCollection 2020 Oct.","Brandt PS","Learn Health Syst","2020","2020/10/21","PMC7556419","","10.1002/lrh2.10233"
"37942786","Assessing the Use of German Claims Data Vocabularies for Research in the Observational Medical Outcomes Partnership Common Data Model: Development and Evaluation Study","Henke E, Zoch M, Kallfelz M, Ruhnke T, Leutner LA, Spoden M, Günster C, Sedlmayr M, Bathelt F.","JMIR Med Inform. 2023 Nov 7;11:e47959. doi: 10.2196/47959.","Henke E","JMIR Med Inform","2023","2023/11/09","PMC10653283","","10.2196/47959"
"39140273","Transforming Primary Care Data Into the Observational Medical Outcomes Partnership Common Data Model: Development and Usability Study","Fruchart M, Quindroit P, Jacquemont C, Beuscart JB, Calafiore M, Lamer A.","JMIR Med Inform. 2024 Aug 13;12:e49542. doi: 10.2196/49542.","Fruchart M","JMIR Med Inform","2024","2024/08/14","PMC11337138","","10.2196/49542"
"34930903","Predictors of diagnostic transition from major depressive disorder to bipolar disorder: a retrospective observational network study","Nestsiarovich A, Reps JM, Matheny ME, DuVall SL, Lynch KE, Beaton M, Jiang X, Spotnitz M, Pfohl SR, Shah NH, Torre CO, Reich CG, Lee DY, Son SJ, You SC, Park RW, Ryan PB, Lambert CG.","Transl Psychiatry. 2021 Dec 20;11(1):642. doi: 10.1038/s41398-021-01760-6.","Nestsiarovich A","Transl Psychiatry","2021","2021/12/21","PMC8688463","","10.1038/s41398-021-01760-6"
"35571357","Trajectories: a framework for detecting temporal clinical event sequences from health data standardized to the Observational Medical Outcomes Partnership (OMOP) Common Data Model","Künnapuu K, Ioannou S, Ligi K, Kolde R, Laur S, Vilo J, Rijnbeek PR, Reisberg S.","JAMIA Open. 2022 Mar 16;5(1):ooac021. doi: 10.1093/jamiaopen/ooac021. eCollection 2022 Apr.","Künnapuu K","JAMIA Open","2022","2022/05/16","PMC9097714","","10.1093/jamiaopen/ooac021"
"31065558","A Data Element-Function Conceptual Model for Data Quality Checks","Rogers JR, Callahan TJ, Kang T, Bauck A, Khare R, Brown JS, Kahn MG, Weng C.","EGEMS (Wash DC). 2019 Apr 23;7(1):17. doi: 10.5334/egems.289.","Rogers JR","EGEMS (Wash DC)","2019","2019/05/09","PMC6484368","","10.5334/egems.289"
"41726461","LEVERAGING EPIC'S NATIVE ETL INFRASTRUCTURE FOR OMOP CDM IMPLEMENTATION: A COLLABORATIVE EXPERIENCE","Cooper LN, Vadsariya A, Varghese M, Nayee B, Moon J, Katterapalli C, Walker C, Gonzalez C, Sohal S, Lehmann CU, Velasco F, Basit M, Willett D.","AMIA Annu Symp Proc. 2025 May 22;2024:287-292. eCollection 2024.","Cooper LN","AMIA Annu Symp Proc","2025","2026/02/23","PMC12919598","",""
"35191114","Background rates of five thrombosis with thrombocytopenia syndromes of special interest for COVID-19 vaccine safety surveillance: Incidence between 2017 and 2019 and patient profiles from 38.6 million people in six European countries","Burn E, Li X, Kostka K, Stewart HM, Reich C, Seager S, Duarte-Salles T, Fernandez-Bertolin S, Aragón M, Reyes C, Martinez-Hernandez E, Marti E, Delmestri A, Verhamme K, Rijnbeek P, Horban S, Morales DR, Prieto-Alhambra D.","Pharmacoepidemiol Drug Saf. 2022 May;31(5):495-510. doi: 10.1002/pds.5419. Epub 2022 Feb 27.","Burn E","Pharmacoepidemiol Drug Saf","2022","2022/02/22","PMC9088543","","10.1002/pds.5419"
"38222329","Mapping Clinical Documents to the Logical Observation Identifiers, Names and Codes (LOINC) Document Ontology using Electronic Health Record Systems Structured Metadata","Khan H, Mosa ASM, Paka V, Rana MKZ, Mandhadi V, Islam S, Xu H, McClay JC, Sarker S, Rao P, Waitman LR.","AMIA Annu Symp Proc. 2024 Jan 11;2023:1017-1026. eCollection 2023.","Khan H","AMIA Annu Symp Proc","2024","2024/01/15","PMC10785913","",""
"38025162","Advancing Toward a Common Data Model in Ophthalmology: Gap Analysis of General Eye Examination Concepts to Standard Observational Medical Outcomes Partnership (OMOP) Concepts","Cai CX, Halfpenny W, Boland MV, Lehmann HP, Hribar M, Goetz KE, Baxter SL.","Ophthalmol Sci. 2023 Aug 25;3(4):100391. doi: 10.1016/j.xops.2023.100391. eCollection 2023 Dec.","Cai CX","Ophthalmol Sci","2023","2023/11/29","PMC10630664","","10.1016/j.xops.2023.100391"
"31866433","Adapting electronic health records-derived phenotypes to claims data: Lessons learned in using limited clinical data for phenotyping","Ostropolets A, Reich C, Ryan P, Shang N, Hripcsak G, Weng C.","J Biomed Inform. 2020 Feb;102:103363. doi: 10.1016/j.jbi.2019.103363. Epub 2019 Dec 19.","Ostropolets A","J Biomed Inform","2020","2019/12/24","PMC7390483","NIHMS1548044","10.1016/j.jbi.2019.103363"
